date,AccrualsToAssets,BuybackYield,CashFlowToDebt,CashFlowYield,ClassicMomentumRelativeToBenchmark,ClassicMomentumRelativeToSP500,CommonEquityToAssets,CurrentPE,DebtToEquity,DepreciationToCapEx,DividendYield,EarningsYield,EBITDAToEnterpriseValue,FreeCashFlowYield,GrossMargin,LongTermDebtToAssets,OperatingIncomeYield,OperatingMargin,PriceToBook,PriceToCashFlow,PriceToSales,ROA,ROE,SalesYld,ShareholderYield,ClassicMomentum,AccrualsToTTMAssets,Debt,TradingVolumeUsd1M,SP500ClassicMomentum,MomentumResidual1M,MomentumResidual1Q,MomentumResidual1Yr,MomentumResidual6M,FFMse5Yr,FFRSquared5Yr,FFMse3Yr,FFRSquared3Yr,FFMse1Yr,FFRSquared1Yr,Beta5Yr,Beta3Yr,Beta1Yr,BenchmarkClassicMomentum,DebtGrowth1Yr,DebtGrowth5Yr,DivYieldChange1Yr,DivYieldChange5Yr,EarningsChange1YrToCap,EarningsChange1YrToSales,EarningsChange5YrToCap,EarningsChange5YrToSales,EpsGrowth1Yr,EpsGrowth5Yr,FCFChange1YrToCap,FCFChange1YrToSales,FCFChange5YrToCap,FCFChange5YrToSales,FCFYldChange1Yr,FCFYldChange5Yr,FreeCashFlowGrowth1Yr,FreeCashFlowGrowth5Yr,NetOperatingAssetsGrowth1Yr,NetOperatingAssetsGrowth5Yr,OperatingEpsGrowth1Yr,OperatingEpsGrowth5Yr,OperatingMarginGrowth1Yr,OperatingMarginGrowth5Yr,SalesGrowth1Yr,SalesGrowth5Yr,SalesPerShareGrowth1Yr,SalesPerShareGrowth5Yr,SalesYldGrowth1Yr,SalesYldGrowth5Yr,SalesPerShareGrowth2Yr,SalesPerShareGrowth3Yr,EPSChage1YrToPrice,EPSChage2YrToPrice,EPSChage3YrToPrice,MomentumResidualClassic,IdiosyncraticRiskMSE,IdiosyncraticRiskR2,Alpha1Yr,Alpha3Yr,Alpha5Yr,DividendGrowth1Yr,DividendGrowth3Yr,DividendGrowth5Yr
1995-01-31,-0.0019798862867342025,-0.007365980434904789,-0.021732876273212673,-0.010667326372296322,-0.04616531638078323,-0.04462279754543186,-0.013572797825317819,-0.01816426291230852,0.01162527610486356,-0.0011980585387871764,-0.010135553798123215,0.014430388748389873,-0.014894421549950899,-0.009778262910230366,-0.009521352454198799,0.0028966134823553424,0.012085161534614523,0.009114392327554278,0.0013001243308146601,-0.0034420313252284136,-0.000466324901279843,-0.0029758333836764662,0.01029464106210327,0.00033872085604085,-0.010116855193801382,-0.04462279754543186,-0.010303602412153676,0.005749646507065359,0.020598150371650567,-0.007532362401363884,0.18153889646566743,0.09689765475244674,0.027021154726328753,0.06630353215534428,0.002743462436241278,0.009883137895666885,0.0014590599900233606,0.013496833805278939,-0.001284175595803464,-0.005864676851762264,0.02264204187467634,0.02241242191368651,0.020945633233485347,-0.0033323936026164007,0.020663561415744654,0.0069539232093836605,-0.012570288284726373,0.008281701837219891,-0.014401589402811214,-0.015416127633712716,-0.0002055002147778838,0.0002632882163140088,-0.01752063658728467,-0.0048964741365794,0.01579359216468285,0.006315178152965794,-0.001483982746894142,-0.0044049698726360866,0.004070605237631621,0.0007150562338308387,0.004586337939231792,0.012083978777495844,-0.000761787320829193,0.001834172056214299,-0.006284918553337369,0.004114100853073035,-0.015556122843543966,0.0064734420459007565,-0.016131918365338817,2.5149242406024425e-05,-0.007566179116664679,-0.005956586574823446,-0.011936196825869258,-0.01233214121168236,0.00042628164349640604,-0.003133377074243429,-0.01650190712522184,-0.01888363780740129,-0.01604222890283684,-0.016959592276240342,0.00185275209515548,-0.01899987686237707,0.011944138531622746,-0.032190855622401544,-0.009347854880084374,-0.00014259908575225445,0.0001804929654675401,0.00744387747512233
1995-02-28,0.010591057368011428,-0.00045234223289636333,0.014783521442639225,-0.020496177868856,-0.01810995610704306,-0.01437445516062573,0.01655701069166099,0.004919834232685383,-0.021626404337272066,0.008419596247975052,-0.006008365070409409,-0.004503948219021614,-0.004241489339096696,0.006173117401903565,0.013551984799775228,-0.019587732088959857,-0.011108189576678612,0.012274607696604906,0.023641918040421248,0.019853206818282933,0.014137972180784698,0.006653847648269526,0.008045249930240098,-0.014397640909394577,-0.006269044241594815,-0.01437445516062573,0.008883577367999523,-0.006247116398620696,0.01900526469760922,-0.003301936926268137,0.1415947448838546,0.05210904596173299,0.027857496527316006,0.04404207715995677,0.012113787326178904,0.01573897282177633,0.011032594950292483,0.016124730707306092,0.016670380656455888,0.01707500883978523,0.01787878389823088,0.022529069312192597,0.02576205864048879,0.005772631145620329,-0.005723284702814212,-0.006388431769856907,-0.004173910865298711,-0.005573852874809833,-0.0007290198442271995,0.010914977233761967,0.00785446059644189,0.020867180564925085,0.006927884657800351,0.019524074605098016,-0.0031746376335514484,-0.0016744285389097974,0.010680097075560953,0.019713174936479033,-0.009103703357768014,-0.002410394945643886,0.0036437502359503646,0.01890360625058719,0.0111321941412161,0.002573200492426077,0.01568539459470915,0.018230849061785168,0.013218400553443505,0.011388214283837225,0.01264015471668261,0.016082030573493153,0.019100905254996213,0.009566720132329426,-0.02489958327741313,-0.02308295097714414,0.008768268449332275,0.02290064998047526,0.00048766565783217586,0.012315946851304223,0.027085076040805928,-0.0025996375413109077,0.021159032372405143,-0.013282045797363834,0.029950894289951062,0.008570159992212903,0.015641221065159756,0.007101052303283971,0.019420265986717325,0.014977566129526762
1995-03-31,0.006185170248720697,0.004469420385713633,0.014545413859508765,-0.029263818243630408,0.019831878924428305,0.021831275594479525,0.010952408226637502,0.05063031076700694,-0.01601597603019175,0.014602325122801131,-0.022715759827032358,-0.04885691640397595,-0.022286231345071284,-0.005142776099322821,0.022893901175766118,-0.0092583589153923,-0.04650691955944186,0.0017471545430102417,0.05561723559912167,0.03813451266593796,0.03624121938399052,0.02233642005676309,0.023058206356996146,-0.03630813800910834,-0.022715759827032358,0.021831275594479525,0.00802534016721284,0.003465092999408448,0.04896558475553764,0.00436941747259462,0.1576150281235495,0.07200910791984244,0.040782055973333085,0.04991270320858861,-0.0030525386048896996,0.02442448257675446,-6.308280688848734e-05,0.01940996042650169,-0.003388630188669769,0.024808584979716063,0.02458942467432528,0.023854103822054405,0.022716221318408482,0.008303079710138186,-0.010935247440716719,0.009972823210892455,-0.0402014045911846,-0.014493313940053657,-0.005782227420696376,0.009915087056731067,-0.010720205030564037,0.007940446752810564,0.004721777274239981,0.0128138544341053,0.00016807081912974947,0.001649657271223532,0.004502144677830087,0.021340344652893507,-0.006658853090140289,0.0040190146896855634,3.519996887468152e-05,0.01126670187631116,0.015871018476306245,0.014093350998895087,0.020864281636851573,0.02547604871974606,0.028644294263033766,0.022337531043728716,0.010244758459699937,0.019786296565424327,0.010895550795946105,0.019553071413370836,-0.05685400943446489,-0.027632725809817626,0.012524694388435606,0.011643508285756728,-0.006530271479989903,-0.00449797636896301,-0.006978261323622314,0.0023153927259313006,0.02019922321933978,-0.009618198493003435,0.06435551586623398,0.05458096641531236,0.03890447134676585,0.003341191244415471,0.00997931201952681,0.0025950323428220665
1995-04-30,-0.0023188929322129938,0.0020559388188835757,0.0014026090900798142,-0.00792691579696879,-0.007297804339124723,0.005570386476969565,0.0006607851512291443,0.008688041331885062,0.0066643995450291794,0.018459836302856684,-0.0138038246857663,-0.0027799434429172584,-0.02513718728760436,-0.0005775528918865857,0.013938571314399722,0.001285700742632883,-0.002760245894509697,0.013659485522200598,0.008596677335253926,0.0031049889095950134,0.004904296674785109,0.00023235851952891837,0.005748230285270529,-0.0051565716711554285,-0.0138038246857663,0.005570386476969565,-0.0023669717130492957,-0.0006128679296000666,0.007050850287125477,0.0020559388188835757,0.16553846868422487,0.09858972699161052,0.06394473537778206,0.0778709146295245,0.00861487847450115,0.00277941870222621,0.006440421042003038,0.006183684128260314,0.001890882668644199,0.006676232933427898,-0.003477392434853,0.002678703522668687,0.008964173636886008,0.03991997730496831,-0.008986499431511648,0.006732810897645946,-0.028572279685041547,-0.01825587684293615,0.0053949542437822864,0.014209581734613834,0.003122405570796658,0.010333180227090115,0.012997904187269555,0.0005066221045722935,0.0019587609325294117,0.005629323095579425,0.0036443241214086063,0.0018214254455383716,-0.00810672306455716,0.0087116984770557,0.007211254639083304,0.010314481514558358,0.008813981050189795,0.004057931420746081,0.019556817871795047,0.01734848842330585,0.016507141791415405,0.01970694173533781,0.00689719691562975,0.0013079277868083862,0.007010377105499035,-0.0008152137203876648,-0.04477473578251561,-0.0217040254423293,0.0068150083192551995,-0.003263585268569978,0.006126515389475725,0.0026017126817275034,-0.009882861296924188,0.01887800253389,0.0002131200346146278,5.038995368628757e-05,0.058690211236478565,0.017681910208973202,0.013132267349582416,0.00020656355234605073,-0.0022634854097248157,-0.00012383461069549392
1995-05-31,-0.0005327300130277927,-0.00854980369976508,-0.010596483733189953,-0.0064879921522536035,-0.014281763969956333,-0.01877041983260091,-0.018693338666321533,0.008062048646350573,0.024168924429435905,0.00504281231648486,0.01346888013167689,-0.000867680309112856,-0.03111786983023584,0.0030316004867221545,0.014544064892278268,0.018986750772881016,-0.002314370439677322,0.021490906528688535,-0.002605438002752803,0.0013684051604761667,0.018215213398107985,-0.020789556350627587,-0.005429956509061026,-0.018713358273432474,0.01346888013167689,-0.01877041983260091,-0.0007556073105814236,0.029709226208057597,0.027232809394962747,-0.00854980369976508,0.15405279942128508,0.08690466198401411,0.02339119777263835,0.061235612073780366,-0.009670673561335733,0.03412518205689997,-0.015181559576906756,0.03456055790997396,-0.012926388783993922,0.035731749979529166,0.026367522083546393,0.021543752371044878,0.025177207641497407,-0.013416720558037287,0.01671469878215057,0.002427356036752249,-0.016902563023254383,-0.01279021407071644,-0.01660528081046929,-0.005568506747779912,0.007652771220011987,0.011733071313537992,-0.0020694363406512963,0.014261744644372267,-0.0009085294396472439,-0.001724293138624964,-0.010551774256102632,-0.00693700539320357,-0.0071254826122643285,-0.00828762388687582,0.00404209465393161,-0.026094407062107534,-0.006883424083413751,-0.00966851345613132,-0.006873714644012999,-0.0036044664615227026,-0.0055302153937508945,-0.0015614848207733158,-0.004914157184876006,-0.008637148542033356,-0.002987929949541321,-0.015453025486873842,-0.03164226433239232,-0.028306216165099422,-0.012689717557168998,-0.008982799353981892,-0.012749242955528692,-0.008015479646694825,-0.0133181777820955,-0.0177000566994396,0.0006427737260298293,-0.02632500509195675,0.03171031985783364,0.018332212700105682,0.021517799577928678,-0.0065081331032770424,-0.008094237768565018,-0.007557713017681857
1995-06-30,0.0037180464786815415,0.017315367816249636,0.0235724290121488,-0.068834673174838,0.0312684016850719,0.04216556971301079,0.04571126622588405,0.061196745991178074,-0.045782239445580505,-0.012274451864736191,-0.061358810718685895,-0.06563119345449193,-0.05941046194481027,-0.014198388082887724,0.02354769806258529,-0.04789700194237044,-0.061717805803718294,0.016854626092767413,0.05743085563835559,0.06330762198014661,0.05952634047643086,0.01610624472087186,-0.0006187942542418348,-0.059587976217193236,-0.061796727664961505,0.04216556971301079,0.00941095923945727,-0.056550237320731375,0.01409986467246687,0.020403334507410567,0.168989918960202,0.08225772415747751,0.05800631153372322,0.06032048212782326,0.05178926797236136,-0.004002386735877141,0.052847943355937406,0.004236545027012699,0.05037708774890974,0.012421790760996823,0.03499290882805091,0.03644176123472222,0.0267419489907295,0.021608105204525493,-0.0032062705095772595,0.0012908539436567515,-0.03190047597311741,-0.008045009223329187,0.01176706558384007,0.03343833338848823,0.013544267342994281,0.037562816726942894,0.03420397483898542,0.03979631080361494,0.009032790048304245,0.01681942535581283,0.01521787483990105,0.0370507978223511,0.006086263127252228,0.012304089228177145,0.02251215662031142,0.041039038898976934,0.009425581970417658,0.030631690517667582,0.041942612623086586,0.05055989935123702,0.017575176696098226,0.026340775159243414,0.04295232208068546,0.05079196668879482,0.033874959975261874,0.04288395308239737,-0.053976160433553966,-0.04486976775691101,0.04711042067034642,0.03508809318716244,0.009261670736134615,0.0028525083236032034,-0.001010786869218877,0.012233355864211926,0.03479142689835475,-0.01851137666474129,0.08044331190088823,0.0685465104637213,0.0535604232350545,0.015666126063076085,0.031289997347950696,0.027950570633310624
1995-07-31,-0.014887663305067932,-0.025213271609337985,-0.025114412385269208,-0.06638031265395447,0.06875820508268127,0.0639918599312625,-0.0017663994127070093,0.05056015741966623,0.010495951724177228,0.019901629812667243,-0.10376805655685933,-0.07762930135545694,-0.09249207517628097,-0.041485881274129305,-0.026666636755240808,-0.020368579073491253,-0.07130125096323253,-0.03357717945794623,0.04045064249156444,0.06427568775095963,0.000865278966809907,-0.0039422018939299225,0.00016404212498254134,-0.0009617324849718889,-0.10608716601882591,0.0639918599312625,-0.01118709597992587,-0.03778800620352414,0.0008945198255289333,-0.02523929828055501,0.204912469134086,0.13560643861213867,0.09092336733795067,0.11187555787887837,0.08578204660554947,-0.01523903283758734,0.08271563132221976,-0.012666206902406212,0.0790858523005606,-0.013867757448832799,0.08267509181525892,0.018095564247474265,0.04635937509245601,0.040634024420034616,-0.020499042243517743,-0.046148624979419114,-0.030637036280728985,0.035202272944596553,-0.015466019044048936,0.0016788714570462326,-0.026025867122528995,-0.0011733348952519679,0.02908427118623603,0.007709976530888923,0.013944921499165777,0.014961156640621365,-0.03856650171223761,0.010536664818235314,0.0072141885424889945,0.0025381174048805036,-0.0030750947366799675,-0.05311119449147648,0.026190329131795836,-0.013836593706174086,0.04451709842972315,0.017681113747206476,0.027996108667940008,-0.009454373895227394,0.01683534048809316,-0.00021991646242497387,0.07249369182016245,0.0646353386573723,-0.09526281199132436,-0.012755856291880543,0.08573524844014055,0.07741095342430354,-0.017159717307299198,-0.027566056193561242,-0.021969950122149758,0.03829132470978747,0.07776959153772761,0.0005777684317876813,0.09999635881823768,0.04144873274741952,0.03286301066724392,0.021964159914055738,0.02546453274979604,0.019012576923726383
1995-08-31,0.0010252171113295846,0.0021118519514748673,0.002110226521259669,0.004073086690225808,0.002702947999956103,0.004505800627372811,-0.01615024423500229,0.004770419446504482,0.0013932301350519406,-0.003385770628744922,0.0043381524732301145,-0.016055719549454235,-0.03790135447296125,0.013743616164348898,0.010882587355939891,-0.00823426881504117,-0.0045398179376943334,0.014773756336847485,-0.00020045268373548517,-0.003919688492164178,0.018693223361086343,-0.03699173933856843,-0.020956785843571024,-0.0189539639592946,0.0025906651892679856,0.004505800627372811,0.0011467627900435895,-0.003740170069759458,-0.0013333257064433134,0.0020677612376267408,0.15482591158663161,0.09546931220459415,0.04044900896768669,0.06042457179753194,0.00923101476400386,-0.013903580951750663,0.006681691822889579,-0.014692975345080276,0.008179329402159381,-0.007981141013179408,-0.004426481148710925,-0.00039677125595992055,-0.003099806149359138,0.017390542005252994,0.010309509716607,0.011300036912689587,-0.0267609626526587,0.004129951918230559,-0.018528957491148707,-0.005189561493058877,-0.0004934834612255953,0.0023061392398148507,-0.015891914009907505,-0.0006902055311596572,0.013599496081130294,0.012377562913484493,0.010534707527603855,0.012709981643464664,0.018015685783639122,0.006416916120699586,0.011567933641676353,0.007861068610843853,-0.0006470478775230572,0.01474907913394083,-0.012713626193720552,0.011344839241805614,-0.013663740686281388,-0.002700153417111089,0.010810436629262028,0.009441655579740282,0.010052394777903964,0.016069742371896147,-0.039560662739023617,-0.012114653546036438,2.1669268764363397e-06,0.0004659705073974986,-0.020441626617697987,-0.013334939570260067,-0.012697035935851536,0.003759825805625479,0.007685676011559917,0.004656716644060336,0.04412399418167589,0.019042526515373526,0.01720305536700236,0.006861133422242787,0.002877373475037406,0.00011799359995950769
1995-09-30,-0.022011455848891172,-0.004936699225762942,0.008132565538658466,-0.011702946456447053,0.03217575807148169,0.03042867057384104,-0.0113856261135909,0.02933435752868774,0.00047969717333877504,0.0009340747715257253,0.0027191221758408775,-0.025025069341462907,-0.04609011134181133,0.010201702869053982,0.01550345861130004,-0.013765843074913048,-0.025861194774280907,0.02782370734606419,0.017436710725271302,0.010702487027455927,0.030612490098312017,-0.004116168525519395,0.00012598844314601343,-0.030612490098312017,0.0027191221758408775,0.03042867057384104,-0.020506876724001255,0.014664028577418269,0.022460247202350472,-0.004936699225762942,0.14742347985850351,0.08904857434165672,0.06568618188786407,0.06228329250245265,-0.015715047860453715,0.021755446046921114,-0.015794398536478776,0.022917742662129623,-0.023558948251739868,0.01869855208030615,0.006541246905248117,0.009020229733467004,0.00023301524511546226,0.012299171752266854,-0.014515213754351611,0.004877583024080586,-0.057810187891500824,-0.017094737113912895,-0.017290726559555287,0.0007095858841983278,-0.006536940872352586,0.018118911925267708,-0.0012085047333465285,0.006216294541770098,0.0008692043833161064,0.007851229698828496,0.011027137245846003,0.0188576699940955,-0.012102630956498571,0.011013766081306043,-0.0026072460776455017,0.013738686417376786,-0.01354685278124259,-0.004510196008151793,-0.0032108151364804854,0.00801065138250957,0.00494074290312586,0.007035470641928408,-0.007761290376976319,-0.006025275626471375,-0.010896603010914354,-0.0005590475099584609,-0.06682378784302456,-0.014430883528206078,-0.01183144732686723,-0.011485812268538849,-0.017293309079254665,-0.012947118854466415,-0.015256565798841689,0.0253181511003169,-0.018110009104664836,-0.023794576106991615,0.06759141783138399,0.030478838155152288,0.026752353088533534,0.007574108902777724,0.015050676971449448,0.014814529960068292
1995-10-31,-0.03808075665433998,-0.009734752165057849,0.016397908426907103,-0.004581533840878081,0.015610674667339466,0.021119016815085035,-0.015814958315823784,0.014086181389863704,0.005470512354270162,0.025212511963153758,0.030648918950899696,-0.0042867025187970295,-0.05331027420521457,0.03259346024288269,0.029072002119211796,-0.0064385569284280565,-0.011385763387559953,0.046762798796232324,0.022389313591509287,0.023873979295746472,0.03720302562108028,0.008138879013367982,0.02618233860070748,-0.036251540350694396,0.030648918950899696,0.021119016815085035,-0.036361927275837994,0.024776426830241605,0.03989512227708557,-0.009734752165057849,0.18063016900374118,0.12007676834905265,0.07729992520088612,0.08942623603303496,-0.03670301925947011,0.02027599557219085,-0.04221736033159129,0.01752821036228719,-0.04493163438732077,0.009216619929793498,-0.018099380723176465,-0.011362813859233472,-0.016675726871164098,0.017553076827594997,-0.014450966357592403,-0.004759352456232765,-0.04745025902002109,-0.01179308556700448,-0.00045953641361104816,0.011219743458275158,-0.00810882081968477,0.0190936238208697,-0.00047764359159782263,0.005983918844558712,0.007250184426948761,0.014165356632639443,0.017510802443613364,0.032774677316577835,0.010605714291269306,0.0035528635809092407,0.01936399486045115,0.02031238399144454,-0.020319772621311835,-0.013377016458845103,0.022652481238455407,0.0027579423775805356,0.027078189215183537,0.017571337177947552,-0.011325558276185376,-0.013596645369954637,-0.00818810232483971,-0.014529031680036941,-0.06987555013829436,-0.018764852429121702,-0.012652021663232097,-0.013467279694279712,-0.0020096700756004927,-0.023995979150440695,-0.01965614183084639,0.020602184319327855,-0.026819005967057125,0.00449941940653157,0.08348340486372069,0.0510129891276555,0.04789346586753329,0.014596920168874296,0.014227602190043768,0.022811006266540576
